date,title,url
2012-01-04,"Coach Fletcher blames it on lack of luck",http://timesofindia.indiatimes.com//series-tournament/india-in-australia/top-stories/Coach-Fletcher-blames-it-on-lack-of-luck/articleshow/11356339.cms
2012-05-08,"They may lack sight, but have creative vision",http://timesofindia.indiatimes.com//city/ludhiana/They-may-lack-sight-but-have-creative-vision/articleshow/13044462.cms
2012-05-08,"Women block traffic over lack of water supply in Trichy",http://timesofindia.indiatimes.com//city/madurai/Women-block-traffic-over-lack-of-water-supply-in-Trichy/articleshow/13045552.cms
2012-07-03,"Jaipur's Anganwadi centres lack basic facilities: Survey",http://timesofindia.indiatimes.com//city/jaipur/Jaipurs-Anganwadi-centres-lack-basic-facilities-Survey/articleshow/14617633.cms
2012-06-09,"Airport looses its greenery due to lack of maintenance",http://timesofindia.indiatimes.com//city/nagpur/Airport-looses-its-greenery-due-to-lack-of-maintenance/articleshow/13940220.cms
2012-02-18,"Corporation rues lack of engineers on its payrolls",http://timesofindia.indiatimes.com//city/kochi/Corporation-rues-lack-of-engineers-on-its-payrolls/articleshow/11933539.cms
2012-04-22,"Sharad Pawar for non-political person as President; says UPA, NDA lack numbers",http://timesofindia.indiatimes.com//india/Sharad-Pawar-for-non-political-person-as-President-says-UPA-NDA-lack-numbers/articleshow/12826359.cms
2012-10-27,"Rukmini Shrinivasan: A fatal lack of ambition",http://timesofindia.indiatimes.com//times-blogs/-Rukmini-Shrinivasan-A-fatal-lack-of-ambition/articleshow/16977069.cms
2012-06-14,"Staff shortage & lack of gadgets compound power crisis in Lohardaga",http://timesofindia.indiatimes.com//city/ranchi/Staff-shortage-lack-of-gadgets-compound-power-crisis-in-Lohardaga/articleshow/14119714.cms
2012-07-31,"Industries blame state electricity board for lack of power to run units",http://timesofindia.indiatimes.com//city/ranchi/Industries-blame-state-electricity-board-for-lack-of-power-to-run-units/articleshow/15290142.cms
2012-02-04,"Students protest lack of staff, equipment; varsity issues notice",http://timesofindia.indiatimes.com//city/ahmedabad/Students-protest-lack-of-staff-equipment-varsity-issues-notice/articleshow/11749025.cms
2012-02-02,"High court raps govt for lack of fire fighting equipment at hospitals",http://timesofindia.indiatimes.com//city/jaipur/High-court-raps-govt-for-lack-of-fire-fighting-equipment-at-hospitals/articleshow/11720173.cms
2012-08-18,"‘Social media users lack sophistication’",http://timesofindia.indiatimes.com//india/Social-media-users-lack-sophistication/articleshow/15539968.cms
2012-08-18,"Management students lack in holistic view, opine experts",http://timesofindia.indiatimes.com//city/ahmedabad/Management-students-lack-in-holistic-view-opine-experts/articleshow/15540477.cms
2012-11-19,"Self-financed schools lack qualified teachers: Survey",http://timesofindia.indiatimes.com//home/education/news/Self-financed-schools-lack-qualified-teachers-Survey/articleshow/17272177.cms
2012-07-20,"Farmer ends life over lack of rain",http://timesofindia.indiatimes.com//city/hubballi/Farmer-ends-life-over-lack-of-rain/articleshow/15050716.cms
2012-01-15,"Activists criticize lack of info on RTI",http://timesofindia.indiatimes.com//city/gurgaon/Activists-criticize-lack-of-info-on-RTI/articleshow/11494252.cms
2012-01-15,"Batting failure, lack of adaptability did us in: Dhoni",http://timesofindia.indiatimes.com//series-tournament/india-in-australia/top-stories/Batting-failure-lack-of-adaptability-did-us-in-Dhoni/articleshow/11497053.cms
2012-06-13,"S&P’s observations lack logic, says Veerappa Moily",http://timesofindia.indiatimes.com//city/kochi/SPs-observations-lack-logic-says-Veerappa-Moily/articleshow/14071963.cms
2012-10-19,"'80% bank grievances owing to lack of proper communication'",http://timesofindia.indiatimes.com//city/ranchi/80-bank-grievances-owing-to-lack-of-proper-communication/articleshow/16870905.cms
2012-11-06,"Firecracker stores rue lack of spark in sales",http://timesofindia.indiatimes.com//city/hyderabad/Firecracker-stores-rue-lack-of-spark-in-sales/articleshow/17107839.cms
2012-05-26,"Water scarcity in Maharashtra due to lack of management at government level, says Anna Hazare",http://timesofindia.indiatimes.com//city/pune/Water-scarcity-in-Maharashtra-due-to-lack-of-management-at-government-level-says-Anna-Hazare/articleshow/13504848.cms
2012-05-26,"Murder case: Weeks after lack of evidence let accused walk free, officer booked for shoddy probe",http://timesofindia.indiatimes.com//city/chandigarh/Murder-case-Weeks-after-lack-of-evidence-let-accused-walk-free-officer-booked-for-shoddy-probe/articleshow/13510645.cms
2012-09-03,"Panchayat leaders lament lack of power, autonomy",http://timesofindia.indiatimes.com//city/ranchi/Panchayat-leaders-lament-lack-of-power-autonomy/articleshow/16231771.cms
2012-05-30,"Walls of Taj Mahal develop cracks due to lack of water",http://timesofindia.indiatimes.com//world-environment-day/more-videos/Walls-of-Taj-Mahal-develop-cracks-due-to-lack-of-water/articleshow/13666142.cms
2012-06-03,"Crime goes hand in hand with lack of education: Study",http://timesofindia.indiatimes.com//city/thane/Crime-goes-hand-in-hand-with-lack-of-education-Study/articleshow/13750162.cms
2012-04-20,"Passengers rue lack of credit card facility at Patna Junction",http://timesofindia.indiatimes.com//city/patna/Passengers-rue-lack-of-credit-card-facility-at-Patna-Junction/articleshow/12738458.cms
2012-01-19,"Siddha students protest over lack of recognition to college",http://timesofindia.indiatimes.com//city/chennai/Siddha-students-protest-over-lack-of-recognition-to-college/articleshow/11546780.cms
2012-01-19,"Midday meals stopped in schools due to lack of funds",http://timesofindia.indiatimes.com//india/Midday-meals-stopped-in-schools-due-to-lack-of-funds/articleshow/11547443.cms
2012-11-03,"Figo rues lack of choices for World Player award",http://timesofindia.indiatimes.com//city/goa/Figo-rues-lack-of-choices-for-World-Player-award/articleshow/17069326.cms
2012-11-03,"‘CM, RR lack courage to cut down netas’ cover’",http://timesofindia.indiatimes.com//city/mumbai/CM-RR-lack-courage-to-cut-down-netas-cover/articleshow/17070190.cms
2012-12-11,"'Jharkhand loses Rs 1200cr annually due to lack of toilets'",http://timesofindia.indiatimes.com//city/ranchi/Jharkhand-loses-Rs-1200cr-annually-due-to-lack-of-toilets/articleshow/17563282.cms
2012-12-11,"Association petition's to collector over lack of approval to stage cultural shows",http://timesofindia.indiatimes.com//city/coimbatore/Association-petitions-to-collector-over-lack-of-approval-to-stage-cultural-shows/articleshow/17565649.cms
2012-04-16,"Middle-order, lack of fifth bowler give Daniel Vettori the headache",http://timesofindia.indiatimes.com//ipl/news/Middle-order-lack-of-fifth-bowler-give-Daniel-Vettori-the-headache/articleshow/12685517.cms
2012-08-02,"Goa's top beaches lack facilities: Consultants",http://timesofindia.indiatimes.com//city/goa/Goas-top-beaches-lack-facilities-Consultants/articleshow/15321621.cms
2012-04-24,"Most buildings lack proper fire safety system",http://timesofindia.indiatimes.com//city/bhopal/Most-buildings-lack-proper-fire-safety-system/articleshow/12843844.cms
2012-02-17,"MC admits lack of parking space, seeks public help",http://timesofindia.indiatimes.com//city/chandigarh/MC-admits-lack-of-parking-space-seeks-public-help/articleshow/11919576.cms
2012-07-30,"State students lack spoken english skills",http://timesofindia.indiatimes.com//city/kochi/State-students-lack-spoken-english-skills/articleshow/15264788.cms
2012-04-18,"40 acquitted in Goa communal riots case for lack of evidence",http://timesofindia.indiatimes.com//city/goa/40-acquitted-in-Goa-communal-riots-case-for-lack-of-evidence/articleshow/12714408.cms
2012-04-18,"GLADA, MC play blame game over lack of facilities",http://timesofindia.indiatimes.com//city/ludhiana/GLADA-MC-play-blame-game-over-lack-of-facilities/articleshow/12715219.cms
2012-08-20,"Indian athletes lack hard work and commitment: Sriram",http://timesofindia.indiatimes.com//sports/more-sports/athletics/Indian-athletes-lack-hard-work-and-commitment-Sriram/articleshow/15568445.cms
2012-04-30,"Citizens lack awareness, add to fire risk: Experts",http://timesofindia.indiatimes.com//city/mumbai/Citizens-lack-awareness-add-to-fire-risk-Experts/articleshow/12928284.cms
2012-04-30,"AIEEE 2012: Students fume as centres lack amenities",http://timesofindia.indiatimes.com//home/education/entrance-exams/AIEEE-2012-Students-fume-as-centres-lack-amenities/articleshow/12929592.cms
2012-01-11,"Night shelters in Jaipur lack basic facilities",http://timesofindia.indiatimes.com//city/jaipur/Night-shelters-in-Jaipur-lack-basic-facilities/articleshow/11441874.cms
2012-06-23,"Jharkhand schools lack basic infrastructure: Child rights protection body",http://timesofindia.indiatimes.com//city/ranchi/Jharkhand-schools-lack-basic-infrastructure-Child-rights-protection-body/articleshow/14350467.cms
2012-06-23,"‘Efforts hit by lack of co-ordination’",http://timesofindia.indiatimes.com//city/mumbai/Efforts-hit-by-lack-of-co-ordination/articleshow/14350479.cms
2012-12-16,"India Meteorological Department attributes warmer nights to lack of northerly winds",http://timesofindia.indiatimes.com//city/pune/India-Meteorological-Department-attributes-warmer-nights-to-lack-of-northerly-winds/articleshow/17630997.cms
2012-05-13,"Repair work at Sonar fort suspended due to lack of funds",http://timesofindia.indiatimes.com//city/jaipur/Repair-work-at-Sonar-fort-suspended-due-to-lack-of-funds/articleshow/13114755.cms
2012-12-13,"'Despite engineers, educational institutions lack mechanism'",http://timesofindia.indiatimes.com//city/allahabad/Despite-engineers-educational-institutions-lack-mechanism/articleshow/17596043.cms
2012-04-09,"Cops blame insufficient manpower, lack of infrastructure for spiralling crime rate",http://timesofindia.indiatimes.com//city/noida/Cops-blame-insufficient-manpower-lack-of-infrastructure-for-spiralling-crime-rate/articleshow/12588375.cms
2012-10-17,"Priyadarshan says there's lack of good scripts",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/Priyadarshan-says-theres-lack-of-good-scripts/articleshow/16847983.cms
2012-02-07,"People protest against lack of amenities",http://timesofindia.indiatimes.com//city/ranchi/People-protest-against-lack-of-amenities/articleshow/11785762.cms
2012-06-27,"OBC hurdle: Colleges still lack space",http://timesofindia.indiatimes.com//home/education/news/OBC-hurdle-Colleges-still-lack-space/articleshow/14418840.cms
2012-09-11,"Probe reveals lack of fire safety measures in hospital",http://timesofindia.indiatimes.com//city/ranchi/Probe-reveals-lack-of-fire-safety-measures-in-hospital/articleshow/16346156.cms
2012-08-31,"Law, arts college students protest lack of amenities",http://timesofindia.indiatimes.com//city/chennai/Law-arts-college-students-protest-lack-of-amenities/articleshow/16045321.cms
2012-08-08,"Housing boom near Kundli-Manesar-Palwal despite lack of facilities",http://timesofindia.indiatimes.com//city/gurgaon/Housing-boom-near-Kundli-Manesar-Palwal-despite-lack-of-facilities/articleshow/15397222.cms
2012-01-06,"Dark roads: Civic body blames it on lack of power",http://timesofindia.indiatimes.com//city/gurgaon/Dark-roads-Civic-body-blames-it-on-lack-of-power/articleshow/11382161.cms
2012-12-02,"Rural areas lack AIDS diagnostic, counselling facilities",http://timesofindia.indiatimes.com//city/kanpur/Rural-areas-lack-AIDS-diagnostic-counselling-facilities/articleshow/17446369.cms
2012-10-21,"Teenage cancer victim lies untreated for lack of funds",http://timesofindia.indiatimes.com//city/bhubaneswar/Teenage-cancer-victim-lies-untreated-for-lack-of-funds/articleshow/16896311.cms
2012-07-08,"626 million Indians lack access to closed toilets",http://timesofindia.indiatimes.com//india/626-million-Indians-lack-access-to-closed-toilets/articleshow/14739145.cms
2012-07-08,"Horticulture on 17 lakh hectares affected due to lack of rainfall",http://timesofindia.indiatimes.com//city/pune/Horticulture-on-17-lakh-hectares-affected-due-to-lack-of-rainfall/articleshow/14747717.cms
2012-09-20,"NIPER students strike over lack of facilities",http://timesofindia.indiatimes.com//city/ahmedabad/NIPER-students-strike-over-lack-of-facilities/articleshow/16467737.cms
2012-05-21,"Passengers at Egmore station fret over lack of pre-paid autos",http://timesofindia.indiatimes.com//city/chennai/Passengers-at-Egmore-station-fret-over-lack-of-pre-paid-autos/articleshow/13329467.cms
2012-05-21,"Rajnath Singh blames UPA govt for lack of development in Jharkhand",http://timesofindia.indiatimes.com//city/ranchi/Rajnath-Singh-blames-UPA-govt-for-lack-of-development-in-Jharkhand/articleshow/13332983.cms
2012-11-20,"Himalaya House tragedy: Fire spread fast due to lack of safety devices",http://timesofindia.indiatimes.com//city/delhi/Himalaya-House-tragedy-Fire-spread-fast-due-to-lack-of-safety-devices/articleshow/17287455.cms
2012-01-28,"Residents irked over lack of civic amenities",http://timesofindia.indiatimes.com//city/nashik/Residents-irked-over-lack-of-civic-amenities/articleshow/11658271.cms
2012-05-18,"Power paralysis! 20% of capacity shut down for lack of fuel & equipment failure",http://timesofindia.indiatimes.com//business/india-business/Power-paralysis-20-of-capacity-shut-down-for-lack-of-fuel-equipment-failure/articleshow/13244201.cms
2012-08-24,"Govt primary schools in Varanasi lack basic furniture",http://timesofindia.indiatimes.com//city/varanasi/Govt-primary-schools-in-Varanasi-lack-basic-furniture/articleshow/15626472.cms
2012-08-24,"Women protest lack of water in Trichy",http://timesofindia.indiatimes.com//city/madurai/Women-protest-lack-of-water-in-Trichy/articleshow/15626850.cms
2012-07-17,"23 engineering colleges lack quality",http://timesofindia.indiatimes.com//city/kochi/23-engineering-colleges-lack-quality/articleshow/15010096.cms
2012-07-17,"Buffalo milk production hit by lack of fodder",http://timesofindia.indiatimes.com//city/pune/Buffalo-milk-production-hit-by-lack-of-fodder/articleshow/15012139.cms
2012-07-17,"23 engineering colleges lack quality",http://timesofindia.indiatimes.com//home/education/news/23-engineering-colleges-lack-quality/articleshow/15012515.cms
2012-01-22,"Sonia accuses BJP of graft, blames it for lack of development",http://timesofindia.indiatimes.com//india/Sonia-accuses-BJP-of-graft-blames-it-for-lack-of-development/articleshow/11583551.cms
2012-05-25,"Court regrets special school's lack of vision",http://timesofindia.indiatimes.com//city/kochi/Court-regrets-special-schools-lack-of-vision/articleshow/13458618.cms
2012-06-15,"Mumbai youngsters shun sun, laid low by lack of Vitamin D",http://timesofindia.indiatimes.com//city/mumbai/Mumbai-youngsters-shun-sun-laid-low-by-lack-of-Vitamin-D/articleshow/14139485.cms
2012-08-19,"'Diara areas still lack development'",http://timesofindia.indiatimes.com//city/patna/Diara-areas-still-lack-development/articleshow/15552301.cms
2012-03-06,"Railway control office staff boycott duty over lack of basic amenities",http://timesofindia.indiatimes.com//city/madurai/Railway-control-office-staff-boycott-duty-over-lack-of-basic-amenities/articleshow/12155912.cms
2012-06-02,"Water shortage, lack of parking space ail paying guests",http://timesofindia.indiatimes.com//city/chandigarh/Water-shortage-lack-of-parking-space-ail-paying-guests/articleshow/13716392.cms
2012-11-23,"'Puzzled at lack of self-confidence in India’",http://timesofindia.indiatimes.com//business/india-business/Puzzled-at-lack-of-self-confidence-in-India/articleshow/17330790.cms
2012-08-23,"Ashok Mitra attacks Centre for lack of funds",http://timesofindia.indiatimes.com//city/kolkata/Ashok-Mitra-attacks-Centre-for-lack-of-funds/articleshow/15609409.cms
2012-08-23,"Activists slam authority for lack of foresight",http://timesofindia.indiatimes.com//city/mumbai/Activists-slam-authority-for-lack-of-foresight/articleshow/15610972.cms
2012-08-23,"Experts blame land shortage for lack of breeding space of sarus",http://timesofindia.indiatimes.com//home/environment/flora-fauna/Experts-blame-land-shortage-for-lack-of-breeding-space-of-sarus/articleshow/15611031.cms
2012-06-25,"Music companies responsible for lack of interest in ghazals: Pankaj Udhas",http://timesofindia.indiatimes.com//entertainment/hindi/music/news/Music-companies-responsible-for-lack-of-interest-in-ghazals-Pankaj-Udhas/articleshow/14384918.cms
2012-10-10,"‘Youth have power, but lack direction’",http://timesofindia.indiatimes.com//city/nashik/Youth-have-power-but-lack-direction/articleshow/16746762.cms
2012-01-23,"Scope for development but lack of proper vision’",http://timesofindia.indiatimes.com//city/nashik/Scope-for-development-but-lack-of-proper-vision/articleshow/11597054.cms
2012-08-03,"Global report shows up Mumbai’s lack of ‘culture’",http://timesofindia.indiatimes.com//india/Global-report-shows-up-Mumbais-lack-of-culture/articleshow/15332468.cms
2012-08-03,"Global report shows up Mumbai’s lack of ‘culture’",http://timesofindia.indiatimes.com//articleshow/15325370.cms
2012-10-31,"Teenage cancer victim lies untreated for lack of funds",http://timesofindia.indiatimes.com//city/bhubaneswar/Teenage-cancer-victim-lies-untreated-for-lack-of-funds/articleshow/17026037.cms
2012-10-29,"PM campaigns in Himachal, slams BJP for lack of development",http://timesofindia.indiatimes.com//himachal-pradesh-assembly-elections/PM-campaigns-in-Himachal-slams-BJP-for-lack-of-development/articleshow/16998617.cms
2012-10-29,"PM campaigns in Himachal, slams BJP for lack of development",http://timesofindia.indiatimes.com//india/PM-campaigns-in-Himachal-slams-BJP-for-lack-of-development/articleshow/17031889.cms
2012-07-10,"TB patient dies due to lack of proper treatment",http://timesofindia.indiatimes.com//city/kanpur/TB-patient-dies-due-to-lack-of-proper-treatment/articleshow/14788234.cms
2012-07-10,"Medicine to cure diabetes in cold storage over lack of funds",http://timesofindia.indiatimes.com//city/jaipur/Medicine-to-cure-diabetes-in-cold-storage-over-lack-of-funds/articleshow/14790839.cms
2012-03-04,"Students' hunger strike against lack of amenities",http://timesofindia.indiatimes.com//city/nagpur/Students-hunger-strike-against-lack-of-amenities/articleshow/12128255.cms
2012-05-03,"Nashik police seize 71 vehicles for lack of papers",http://timesofindia.indiatimes.com//city/nashik/Nashik-police-seize-71-vehicles-for-lack-of-papers/articleshow/12973536.cms
2012-12-25,"In most cases, victim's family migrates due to lack of protection",http://timesofindia.indiatimes.com//city/jaipur/In-most-cases-victims-family-migrates-due-to-lack-of-protection/articleshow/17749776.cms
2012-07-04,"Contaminated water, lack of hygiene to blame for the spurt in gastroenteritis cases",http://timesofindia.indiatimes.com//city/chandigarh/Contaminated-water-lack-of-hygiene-to-blame-for-the-spurt-in-gastroenteritis-cases/articleshow/14663553.cms
2012-07-04,"Bokaro parks lose glory for lack of proper upkeep",http://timesofindia.indiatimes.com//city/ranchi/Bokaro-parks-lose-glory-for-lack-of-proper-upkeep/articleshow/14664259.cms
2012-06-06,"Congress leaders slam lack of management in UPA-II",http://timesofindia.indiatimes.com//india/Congress-leaders-slam-lack-of-management-in-UPA-II/articleshow/13859411.cms
2012-06-22,"Athletes rue lack of food standards at Olympic camp",http://timesofindia.indiatimes.com//news/Athletes-rue-lack-of-food-standards-at-Olympic-camp/articleshow/14337553.cms
2012-04-07,"Travel to airport difficult due to lack of public transport",http://timesofindia.indiatimes.com//city/noida/Travel-to-airport-difficult-due-to-lack-of-public-transport/articleshow/12563713.cms
2012-10-15,"SC acquits 17 life convicts from state citing lack of evidence",http://timesofindia.indiatimes.com//city/chennai/SC-acquits-17-life-convicts-from-state-citing-lack-of-evidence/articleshow/16817385.cms
2012-07-18,"Shiv Sena protests lack of help for Pimpri-Chinchwad Municipal Corporation schoolchildren",http://timesofindia.indiatimes.com//city/pune/Shiv-Sena-protests-lack-of-help-for-Pimpri-Chinchwad-Municipal-Corporation-schoolchildren/articleshow/15025279.cms
2012-11-30,"JNNURM poorly implemented, affected with lack of unaccountability, unfinished projects: CAG report",http://timesofindia.indiatimes.com//business/india-business/JNNURM-poorly-implemented-affected-with-lack-of-unaccountability-unfinished-projects-CAG-report/articleshow/17425561.cms
2012-12-17,"CM makes announcements for police; lack of facilities at commissionerate and at other levels unnoticed",http://timesofindia.indiatimes.com//city/jaipur/CM-makes-announcements-for-police-lack-of-facilities-at-commissionerate-and-at-other-levels-unnoticed/articleshow/17643012.cms
2013-03-30,"‘There is lack of good space at right price’",http://timesofindia.indiatimes.com//business/india-business/There-is-lack-of-good-space-at-right-price/articleshow/19286478.cms
2013-03-03,"JDS leader criticizes Siddaramaiah for lack of gratitude towards people, parties",http://timesofindia.indiatimes.com//city/mysuru/JDS-leader-criticizes-Siddaramaiah-for-lack-of-gratitude-towards-people-parties/articleshow/18776134.cms
2013-08-23,"PIL against lack of women's toilets, HC seeks govt reply",http://timesofindia.indiatimes.com//city/guwahati/PIL-against-lack-of-womens-toilets-HC-seeks-govt-reply/articleshow/21988671.cms
2013-08-02,"Probe report: Machinery idle for lack of staff",http://timesofindia.indiatimes.com//city/nashik/Probe-report-Machinery-idle-for-lack-of-staff/articleshow/21539177.cms
2013-01-13,"Municipal Corporation of Gurgaon cites lack of manpower as reason for continued menace of stray cows",http://timesofindia.indiatimes.com//city/gurgaon/Municipal-Corporation-of-Gurgaon-cites-lack-of-manpower-as-reason-for-continued-menace-of-stray-cows/articleshow/18002374.cms
2013-11-06,"Janakpuri constituency moved on to luxuries but new areas lack basics",http://timesofindia.indiatimes.com//assembly-elections-2013/delhi-assembly-elections/Janakpuri-constituency-moved-on-to-luxuries-but-new-areas-lack-basics/articleshow/25291630.cms
2013-11-06,"Janakpuri constituency moved on to luxuries but new areas lack basics",http://timesofindia.indiatimes.com//city/delhi/Janakpuri-constituency-moved-on-to-luxuries-but-new-areas-lack-basics/articleshow/25291692.cms
2013-10-10,"Sector 5's CGHS health centre lack facilities",http://timesofindia.indiatimes.com//city/gurgaon/Sector-5s-CGHS-health-centre-lack-facilities/articleshow/23843463.cms
2013-09-24,"Are you Everton in disguise? Moyes's United lack intensity",http://timesofindia.indiatimes.com//sports/football/epl/top-stories/Are-you-Everton-in-disguise-Moyess-United-lack-intensity/articleshow/22960448.cms
2013-01-12,"Villagers in Alwar lock SDM in school over lack of water, electricty",http://timesofindia.indiatimes.com//city/jaipur/Villagers-in-Alwar-lock-SDM-in-school-over-lack-of-water-electricty/articleshow/17990047.cms
2013-01-12,"Hospitals lack staff to take care of single or abandoned patients",http://timesofindia.indiatimes.com//city/madurai/Hospitals-lack-staff-to-take-care-of-single-or-abandoned-patients/articleshow/17990257.cms
2013-11-29,"Ranchi railway overbridges lack maintenance",http://timesofindia.indiatimes.com//city/ranchi/Ranchi-railway-overbridges-lack-maintenance/articleshow/26541620.cms
2013-11-24,"Starred hotel elevators lack proper surveillance",http://timesofindia.indiatimes.com//city/goa/Starred-hotel-elevators-lack-proper-surveillance/articleshow/26284696.cms
2013-11-24,"Auto-rickshaw stands lack boards, union meets mayor",http://timesofindia.indiatimes.com//city/varanasi/Auto-rickshaw-stands-lack-boards-union-meets-mayor/articleshow/26288808.cms
2013-05-24,"Chepauk stands sealed for lack of building approval",http://timesofindia.indiatimes.com//city/chennai/Chepauk-stands-sealed-for-lack-of-building-approval/articleshow/20238036.cms
2013-06-17,"Many in Visakhapatnam still lack access to toilets",http://timesofindia.indiatimes.com//city/visakhapatnam/Many-in-Visakhapatnam-still-lack-access-to-toilets/articleshow/20623854.cms
2013-06-14,"Bandra victim's family laments lack of trust",http://timesofindia.indiatimes.com//city/mumbai/Bandra-victims-family-laments-lack-of-trust/articleshow/20581022.cms
2013-06-14,"Survey finds lack of awareness on fire safety",http://timesofindia.indiatimes.com//india/Survey-finds-lack-of-awareness-on-fire-safety/articleshow/20588253.cms
2013-02-20,"Students of Coimbatore college protest lack of approvals for coursework from AICTE",http://timesofindia.indiatimes.com//home/education/news/Students-of-Coimbatore-college-protest-lack-of-approvals-for-coursework-from-AICTE/articleshow/18584812.cms
2013-02-16,"'Farmers suffering for lack of paddy centres'",http://timesofindia.indiatimes.com//city/ranchi/Farmers-suffering-for-lack-of-paddy-centres/articleshow/18523637.cms
2013-03-07,"Private girls' hostels not quite safe, lack facilities",http://timesofindia.indiatimes.com//city/patna/Private-girls-hostels-not-quite-safe-lack-facilities/articleshow/18842526.cms
2013-08-19,"President's remarks show lack of trust in polity",http://timesofindia.indiatimes.com//india/Presidents-remarks-show-lack-of-trust-in-polity/articleshow/21906661.cms
2013-07-01,"At least 25% of school buses in Kochi lack proper safety measures",http://timesofindia.indiatimes.com//city/kochi/At-least-25-of-school-buses-in-Kochi-lack-proper-safety-measures/articleshow/20852030.cms
2013-12-29,"Andhra train fire: Trains lack fire warning system",http://timesofindia.indiatimes.com//city/hyderabad/Andhra-train-fire-Trains-lack-fire-warning-system/articleshow/28079025.cms
2013-01-05,"BJP blames lack of funds for bad roads",http://timesofindia.indiatimes.com//city/bhopal/BJP-blames-lack-of-funds-for-bad-roads/articleshow/17899380.cms
2013-08-30,"SSPG suffers lack of voluntary blood donations",http://timesofindia.indiatimes.com//city/varanasi/SSPG-suffers-lack-of-voluntary-blood-donations/articleshow/22148918.cms
2013-06-06,"Gangster in court shootout case acquitted for lack of evidence",http://timesofindia.indiatimes.com//city/gurgaon/Gangster-in-court-shootout-case-acquitted-for-lack-of-evidence/articleshow/20452164.cms
2013-09-19,"Hospitality, tourism sectors rue lack of promotion of Dasara",http://timesofindia.indiatimes.com//city/mysuru/Hospitality-tourism-sectors-rue-lack-of-promotion-of-Dasara/articleshow/22732937.cms
2013-10-31,"​Gold shortage: Dhanteras may lack lustre this year",http://timesofindia.indiatimes.com//city/ludhiana/Gold-shortage-Dhanteras-may-lack-lustre-this-year/articleshow/24955921.cms
2013-10-03,"India's lack of infrastructure, transport deter Thai tourists, says envoy",http://timesofindia.indiatimes.com//city/mysuru/Indias-lack-of-infrastructure-transport-deter-Thai-tourists-says-envoy/articleshow/23451604.cms
2013-02-10,"Parliament attack exposed lack of security readiness",http://timesofindia.indiatimes.com//india/Parliament-attack-exposed-lack-of-security-readiness/articleshow/18423264.cms
2013-07-13,"NGO slams lack of planning in Noida",http://timesofindia.indiatimes.com//city/delhi/NGO-slams-lack-of-planning-in-Noida/articleshow/21046591.cms
2013-03-13,"Houseboats lack medical facilities",http://timesofindia.indiatimes.com//city/kochi/Houseboats-lack-medical-facilities/articleshow/18937548.cms
2013-09-10,"Arunachal flood victims rue lack of relief material",http://timesofindia.indiatimes.com//city/guwahati/Arunachal-flood-victims-rue-lack-of-relief-material/articleshow/22445802.cms
2013-04-25,"Differently-abled suffer from lack of toilet facilities",http://timesofindia.indiatimes.com//city/madurai/Differently-abled-suffer-from-lack-of-toilet-facilities/articleshow/19718408.cms
2013-07-20,"Recovery of excess pay to Trimbakeshwar teachers fizzles out due to lack of records",http://timesofindia.indiatimes.com//city/nashik/Recovery-of-excess-pay-to-Trimbakeshwar-teachers-fizzles-out-due-to-lack-of-records/articleshow/21176621.cms
2013-01-28,"Most govt hospitals lack lab facilities at night",http://timesofindia.indiatimes.com//city/jaipur/Most-govt-hospitals-lack-lab-facilities-at-night/articleshow/18214199.cms
2013-01-28,"Youth lack direction, opportunities: Gen V K Singh",http://timesofindia.indiatimes.com//city/patna/Youth-lack-direction-opportunities-Gen-V-K-Singh/articleshow/18214972.cms
2013-06-09,"18 schools in Coimbatore lose recognition for lack of minimum land",http://timesofindia.indiatimes.com//city/coimbatore/18-schools-in-Coimbatore-lose-recognition-for-lack-of-minimum-land/articleshow/20499189.cms
2013-06-09,"Less eye donations due to myths, misconceptions and lack of awareness",http://timesofindia.indiatimes.com//city/nagpur/Less-eye-donations-due-to-myths-misconceptions-and-lack-of-awareness/articleshow/20506140.cms
2013-06-15,"Home ministry draws CIC’s flak for lack of records on President mercy plea since '70",http://timesofindia.indiatimes.com//india/Home-ministry-draws-CICs-flak-for-lack-of-records-on-President-mercy-plea-since-70/articleshow/20598374.cms
2013-09-16,"East Bengal rue lack of match practice",http://timesofindia.indiatimes.com//sports/football/top-stories/East-Bengal-rue-lack-of-match-practice/articleshow/22631435.cms
2013-03-31,"Many schools in Maharashtra still lack basic facilities",http://timesofindia.indiatimes.com//city/pune/Many-schools-in-Maharashtra-still-lack-basic-facilities/articleshow/19301325.cms
2013-06-27,"3 years after RTE, schools still lack basic facilities",http://timesofindia.indiatimes.com//city/chennai/3-years-after-RTE-schools-still-lack-basic-facilities/articleshow/20788174.cms
2013-01-25,"Institute of Science takes to webinar to counter lack of teachers",http://timesofindia.indiatimes.com//city/nagpur/Institute-of-Science-takes-to-webinar-to-counter-lack-of-teachers/articleshow/18176557.cms
2013-04-23,"Intel failure, lack of coordination led to stir at Shinde’s residence, Mitra attack",http://timesofindia.indiatimes.com//india/Intel-failure-lack-of-coordination-led-to-stir-at-Shindes-residence-Mitra-attack/articleshow/19687547.cms
2013-06-28,"We lack mandate to act against breach of privacy by internet providers: SC",http://timesofindia.indiatimes.com//tech/tech-news/We-lack-mandate-to-act-against-breach-of-privacy-by-internet-providers-SC/articleshow/20807571.cms
